## n.k Daten fuer CIGS nach Michael Richter mit SE und Fit an Orgassa-k-Daten-ab 1230nm k-interpoliert für geringere Werte
## für Eg min
[mum]
0.28	3.03254946	3.95304657
0.285	3.46161295	3.71865047
0.29	3.76707839	3.41066082
0.295	3.96585092	3.09040423
0.3	4.08607915	2.78528426
0.305	4.15124967	2.50475753
0.31	4.17812336	2.24939425
0.315	4.17687354	2.01600883
0.32	4.1524803	1.8010814
0.325	4.10667917	1.6022894
0.33	4.03908194	1.41861522
0.335	3.94640872	1.25051214
0.34	3.81947733	1.10484499
0.345	3.65442654	1.01228378
0.35	3.4991959	1.00506543
0.355	3.40978604	1.0391192
0.36	3.36532412	1.06044218
0.365	3.33373707	1.06743797
0.37	3.30634174	1.07068809
0.375	3.28406136	1.0757603
0.38	3.26999618	1.08321007
0.385	3.26593704	1.09007101
0.39	3.27074309	1.09215355
0.395	3.28000187	1.08655019
0.4	3.28768313	1.07494679
0.405	3.29233293	1.06423053
0.41	3.30073487	1.05806466
0.415	3.31867872	1.05045846
0.42	3.34305938	1.03383547
0.425	3.36709541	1.00670867
0.43	3.38632489	0.971786552
0.435	3.39909952	0.93242979
0.44	3.40534225	0.891372946
0.445	3.40570989	0.850591719
0.45	3.40116452	0.811406138
0.455	3.39273878	0.77461336
0.46	3.38140496	0.740617483
0.465	3.36800927	0.709544727
0.47	3.35324791	0.681338185
0.475	3.33766842	0.655830619
0.48	3.32168407	0.632796871
0.485	3.30559324	0.611989433
0.49	3.28959849	0.593161189
0.495	3.27382157	0.576079128
0.5	3.25830983	0.560532783
0.505	3.24301908	0.546347709
0.51	3.22776006	0.533488116
0.515	3.21241394	0.522363433
0.52	3.19767083	0.513462218
0.525	3.18445679	0.506227148
0.53	3.17275563	0.499755848
0.535	3.16218317	0.493693699
0.54	3.15250655	0.48795584
0.545	3.1435979	0.48249439
0.55	3.1353683	0.477266807
0.555	3.12774669	0.472235825
0.56	3.12067319	0.467369512
0.565	3.11409607	0.462640879
0.57	3.10796941	0.458027431
0.575	3.10225215	0.453510595
0.58	3.09690735	0.44907518
0.585	3.09190171	0.444708877
0.59	3.08720515	0.440401803
0.595	3.08279054	0.436146106
0.6	3.07863335	0.431935614
0.605	3.07471147	0.427765538
0.61	3.07100492	0.42363221
0.615	3.0674957	0.41953287
0.62	3.06416758	0.41546548
0.625	3.06100588	0.411428578
0.63	3.05799739	0.407421142
0.635	3.05513018	0.403442499
0.64	3.05239345	0.399492231
0.645	3.04977747	0.395570118
0.65	3.04727339	0.391676075
0.655	3.04487322	0.387810116
0.66	3.0425697	0.383972319
0.665	3.04035622	0.380162803
0.67	3.03822677	0.376381703
0.675	3.03617586	0.372629162
0.68	3.0341985	0.368905318
0.685	3.03229009	0.365210298
0.69	3.03044644	0.36154421
0.695	3.02866368	0.357907144
0.7	3.02693827	0.354299171
0.705	3.02526692	0.350720339
0.71	3.02364662	0.347170675
0.715	3.0220746	0.343650188
0.72	3.02054821	0.340158875
0.725	3.01906504	0.336696717
0.73	3.01762291	0.333263674
0.735	3.01621977	0.3298597
0.74	3.01485373	0.32648474
0.745	3.01352306	0.323138736
0.75	3.01222662	0.319821577
0.755	3.01096246	0.316533257
0.76	3.00972917	0.313273726
0.765	3.00852552	0.310042938
0.77	3.0073504	0.306840852
0.775	3.00620281	0.303667429
0.78	3.00508193	0.300522622
0.785	3.00398704	0.297406353
0.79	3.0029176	0.294318491
0.795	3.00187317	0.291258822
0.8	3.0008534	0.288227035
0.805	2.99985802	0.285222714
0.81	2.99888679	0.282245341
0.815	2.99793945	0.279294314
0.82	2.99701577	0.276368955
0.825	2.99611548	0.273468532
0.83	2.99523828	0.270592273
0.835	2.99438387	0.267739378
0.84	2.9935519	0.264909031
0.845	2.99274201	0.26210041
0.85	2.99195379	0.259312693
0.855	2.99118685	0.256545068
0.86	2.99044075	0.253796735
0.865	2.98971507	0.251066912
0.87	2.98900934	0.248354838
0.875	2.98832301	0.245659781
0.88	2.9876556	0.242981029
0.885	2.98700668	0.240317886
0.89	2.98637583	0.237669682
0.895	2.98576262	0.235035766
0.9	2.98516668	0.232415511
0.905	2.98458761	0.229808308
0.91	2.98402506	0.227213563
0.915	2.98347869	0.224630699
0.92	2.98294819	0.222059148
0.925	2.98243327	0.219498355
0.93	2.98193367	0.216947768
0.935	2.98144915	0.214406841
0.94	2.9809795	0.211875028
0.945	2.98052455	0.209351784
0.95	2.98008413	0.206836559
0.955	2.97965814	0.204328796
0.96	2.97924646	0.201827933
0.965	2.97884904	0.199333396
0.97	2.97846583	0.196844602
0.975	2.97809683	0.194360954
0.98	2.97774206	0.191881843
0.985	2.97740157	0.189406643
0.99	2.97707545	0.186934715
0.995	2.97676382	0.184465403
1	2.97646685	0.181998035
1.005	2.97618473	0.179531926
1.01	2.97591773	0.17706637
1.015	2.97566616	0.174600649
1.02	2.97543038	0.17213403
1.025	2.97521086	0.16966576
1.03	2.97500813	0.167195079
1.035	2.97482285	0.164721207
1.04	2.97465579	0.162243354
1.045	2.9745079	0.159760715
1.05	2.9743803	0.157272474
1.055	2.97427437	0.154777802
1.06	2.9741918	0.152275852
1.065	2.97413462	0.149765768
1.07	2.9741054	0.147246668
1.075	2.97410731	0.144717639
1.08	2.97414441	0.1421777
1.085	2.97422192	0.139625724
1.09	2.97434666	0.137060272
1.095	2.97452767	0.13447921
1.1	2.97477691	0.131879009
1.105	2.97511008	0.129253473
1.11	2.97554719	0.126591664
1.115	2.97611239	0.123874914
1.12	2.97683249	0.11595491
1.125	2.97773327	0.112336625
1.13	2.97883294	0.10829406
1.135	2.98013294	0.10371534
1.14	2.98160698	0.09850428
1.145	2.98319073	0.092602449
1.15	2.98477521	0.086010052
1.155	2.98620728	0.078800062
1.16	2.98729934	0.071120924
1.165	2.98784828	0.063185672
1.17	2.98766117	0.055248735
1.175	2.98658278	0.047574884
1.18	2.98451931	0.040406683
1.185	2.98145307	0.033936932
1.19	2.97744524	0.028290978
1.195	2.97262634	0.023521097
1.2	2.96717694	0.019612249
1.205	2.96130304	0.016496225
1.21	2.95521117	0.014070049
1.215	2.94908732	0.012214576
1.22	2.94308278	0.010810188
1.225	2.93730748	0.00974793
1.23	2.93183031	0.008935786
1.235	2.92668432	0.008300787
1.24	2.9789	0.007788143
1.245	2.9731	0.004402456
1.25	2.9677	0.003349074
1.255	2.9627	0.002663979
1.26	2.9581	0.001279494
1.265	2.9537	0.001065916
1.27	2.9495	0.000677105
1.275	2.9456	0.00056552
1.28	2.9419	0.000472778
1.285	2.9383	0.000395659
1.29	2.9349	0.000317205
1.295	2.9317	0.000233535
1.3	2.9285	0.00012284
